id,date,warehouse,client_type,product_line,quantity,unit_price,total,payment
746,2021-08-05,Central,Retail,Breaking system,4,11.08,44.3,Credit card
747,2021-08-06,Central,Retail,Electrical system,6,30.22,181.3,Credit card
748,2021-08-06,North,Retail,Electrical system,1,32.86,32.86,Cash
749,2021-08-06,North,Retail,Suspension & traction,6,30.67,183.99,Credit card
750,2021-08-06,Central,Retail,Breaking system,2,15.55,31.09,Credit card
751,2021-08-06,Central,Retail,Miscellaneous,5,16.27,81.36,Credit card
752,2021-08-06,West,Retail,Electrical system,6,24.38,146.26,Credit card
753,2021-08-06,Central,Retail,Miscellaneous,4,16.17,64.69,Credit card
754,2021-08-06,Central,Retail,Breaking system,10,14.59,145.92,Credit card
755,2021-08-06,West,Retail,Electrical system,5,19.21,96.07,Credit card
756,2021-08-06,North,Wholesale,Suspension & traction,40,40.11,1604.33,Transfer
757,2021-08-06,North,Retail,Breaking system,5,18.63,93.14,Credit card
758,2021-08-07,Central,Retail,Frame & body,9,49.99,449.94,Credit card
759,2021-08-07,West,Wholesale,Breaking system,36,24.83,893.82,Transfer
760,2021-08-07,Central,Retail,Electrical system,4,32.33,129.31,Credit card
761,2021-08-07,North,Retail,Engine,4,58.62,234.47,Credit card
762,2021-08-07,Central,Wholesale,Breaking system,32,17.74,567.84,Transfer
763,2021-08-07,West,Retail,Suspension & traction,6,37.65,225.91,Credit card
764,2021-08-07,North,Retail,Breaking system,8,24.55,196.39,Credit card
765,2021-08-07,Central,Retail,Breaking system,7,24.26,169.8,Credit card
766,2021-08-07,Central,Wholesale,Suspension & traction,28,33.7,943.51,Transfer
767,2021-08-07,Central,Retail,Suspension & traction,4,29.25,117.01,Credit card
768,2021-08-07,North,Wholesale,Miscellaneous,20,29.96,599.27,Transfer
769,2021-08-07,West,Wholesale,Frame & body,20,41.48,829.7,Transfer
770,2021-08-07,North,Retail,Frame & body,2,43.48,86.96,Credit card
771,2021-08-07,North,Retail,Frame & body,10,42.04,420.43,Credit card
772,2021-08-07,North,Retail,Electrical system,10,25.32,253.23,Cash
773,2021-08-07,Central,Retail,Breaking system,1,11.05,11.05,Credit card
774,2021-08-08,North,Retail,Suspension & traction,7,40.62,284.3,Credit card
775,2021-08-08,Central,Wholesale,Engine,40,63.66,2546.33,Transfer
776,2021-08-08,Central,Retail,Breaking system,3,17.89,53.67,Credit card
777,2021-08-08,Central,Retail,Miscellaneous,7,16.37,114.59,Credit card
778,2021-08-08,North,Retail,Frame & body,3,37.64,112.92,Credit card
779,2021-08-08,North,Wholesale,Miscellaneous,28,15.02,420.61,Transfer
780,2021-08-08,West,Retail,Breaking system,3,15.96,47.87,Credit card
781,2021-08-08,Central,Wholesale,Suspension & traction,36,30.96,1114.74,Transfer
782,2021-08-08,North,Retail,Electrical system,2,26.34,52.68,Credit card
783,2021-08-08,North,Retail,Frame & body,5,43.77,218.85,Credit card
784,2021-08-08,North,Retail,Breaking system,2,22.95,45.89,Credit card
785,2021-08-08,Central,Retail,Suspension & traction,1,29.24,29.24,Credit card
786,2021-08-09,Central,Retail,Miscellaneous,6,21.13,126.77,Cash
787,2021-08-09,North,Retail,Suspension & traction,8,35.57,284.56,Credit card
788,2021-08-09,Central,Retail,Frame & body,7,39.09,273.65,Credit card
789,2021-08-09,North,Retail,Suspension & traction,5,29.72,148.6,Credit card
790,2021-08-09,Central,Retail,Electrical system,5,22.42,112.08,Credit card
791,2021-08-09,North,Wholesale,Electrical system,28,28.16,788.34,Transfer
792,2021-08-09,Central,Retail,Suspension & traction,2,31.72,63.43,Credit card
793,2021-08-09,North,Retail,Electrical system,2,26.63,53.26,Credit card
794,2021-08-09,North,Retail,Breaking system,4,24.11,96.45,Credit card
795,2021-08-09,Central,Wholesale,Frame & body,28,38.27,1071.51,Transfer
796,2021-08-09,West,Retail,Electrical system,7,21.61,151.28,Credit card
797,2021-08-10,Central,Retail,Suspension & traction,7,31.79,222.52,Credit card
798,2021-08-10,North,Wholesale,Frame & body,28,49.73,1392.53,Transfer
799,2021-08-10,North,Retail,Electrical system,4,24.61,98.45,Credit card
800,2021-08-10,Central,Wholesale,Engine,36,60.73,2186.16,Transfer
801,2021-08-10,West,Wholesale,Breaking system,16,24.04,384.69,Transfer
802,2021-08-10,West,Retail,Miscellaneous,7,22.51,157.55,Credit card
803,2021-08-10,Central,Wholesale,Electrical system,12,18.43,221.18,Transfer
804,2021-08-10,Central,Wholesale,Engine,4,56.5,226.01,Transfer
805,2021-08-10,Central,Retail,Electrical system,4,23.58,94.33,Credit card
806,2021-08-10,Central,Retail,Suspension & traction,4,32.7,130.81,Credit card
807,2021-08-10,West,Retail,Electrical system,6,21.77,130.61,Credit card
808,2021-08-10,Central,Retail,Frame & body,4,49.62,198.49,Credit card
809,2021-08-11,Central,Wholesale,Breaking system,16,14.72,235.47,Transfer
810,2021-08-11,Central,Retail,Frame & body,2,45.48,90.96,Credit card
811,2021-08-11,North,Retail,Breaking system,5,17.38,86.89,Credit card
812,2021-08-11,North,Retail,Miscellaneous,7,20.96,146.76,Credit card
813,2021-08-11,Central,Retail,Suspension & traction,8,35.65,285.21,Cash
814,2021-08-11,North,Retail,Electrical system,10,19.31,193.12,Credit card
815,2021-08-11,West,Retail,Breaking system,8,10.36,82.92,Credit card
816,2021-08-11,Central,Retail,Breaking system,2,14.12,28.23,Credit card
817,2021-08-11,Central,Retail,Engine,10,53.02,530.18,Credit card
818,2021-08-11,West,Retail,Breaking system,1,17.75,17.75,Credit card
819,2021-08-12,North,Wholesale,Breaking system,8,12.25,97.97,Transfer
820,2021-08-12,Central,Retail,Frame & body,1,40.48,40.48,Cash
821,2021-08-12,Central,Retail,Suspension & traction,4,30.91,123.65,Credit card
822,2021-08-12,North,Wholesale,Frame & body,36,49.58,1784.88,Transfer
823,2021-08-12,Central,Wholesale,Breaking system,28,17.45,488.74,Transfer
824,2021-08-12,North,Retail,Electrical system,7,33.26,232.81,Credit card
825,2021-08-12,Central,Retail,Suspension & traction,6,36.68,220.11,Credit card
826,2021-08-12,Central,Wholesale,Frame & body,24,39.2,940.88,Transfer
827,2021-08-12,West,Retail,Suspension & traction,7,29.64,207.49,Credit card
828,2021-08-12,Central,Retail,Electrical system,9,25.22,226.98,Credit card
829,2021-08-12,Central,Retail,Breaking system,10,18.27,182.68,Credit card
830,2021-08-12,Central,Retail,Miscellaneous,8,22.2,177.61,Credit card
831,2021-08-12,Central,Retail,Breaking system,4,12.05,48.21,Credit card
832,2021-08-12,Central,Retail,Suspension & traction,9,28.6,257.37,Credit card
833,2021-08-12,North,Retail,Electrical system,3,19.28,57.84,Credit card
834,2021-08-12,West,Retail,Electrical system,5,31.32,156.59,Credit card
835,2021-08-12,Central,Retail,Engine,10,63.76,637.63,Credit card
836,2021-08-12,West,Retail,Breaking system,10,21.26,212.6,Credit card
837,2021-08-13,Central,Wholesale,Frame & body,32,48.42,1549.49,Transfer
838,2021-08-13,Central,Retail,Electrical system,4,26.25,104.99,Credit card
839,2021-08-13,Central,Retail,Electrical system,1,32.13,32.13,Cash
840,2021-08-13,North,Retail,Electrical system,9,20.82,187.34,Cash
841,2021-08-13,North,Retail,Engine,2,66.1,132.19,Credit card
842,2021-08-13,North,Wholesale,Breaking system,40,11.61,464.4,Transfer
843,2021-08-13,Central,Retail,Suspension & traction,8,35.88,287.01,Credit card
844,2021-08-13,Central,Wholesale,Frame & body,12,49.47,593.6,Transfer
921,2021-08-21,North,Retail,Suspension & traction,1,29.22,29.22,Cash
845,2021-08-13,Central,Retail,Breaking system,2,12.86,25.73,Credit card
846,2021-08-13,Central,Retail,Suspension & traction,9,27.26,245.38,Credit card
847,2021-08-13,Central,Retail,Engine,8,51.79,414.33,Credit card
848,2021-08-13,Central,Retail,Suspension & traction,2,30.53,61.07,Credit card
849,2021-08-14,Central,Retail,Frame & body,10,39.06,390.62,Credit card
850,2021-08-14,Central,Retail,Miscellaneous,9,27.97,251.7,Credit card
851,2021-08-14,West,Retail,Breaking system,4,24.54,98.17,Credit card
852,2021-08-14,North,Retail,Frame & body,8,45.42,363.33,Credit card
853,2021-08-14,North,Retail,Miscellaneous,5,23.94,119.68,Cash
854,2021-08-14,Central,Retail,Frame & body,1,45.83,45.83,Credit card
855,2021-08-14,Central,Retail,Suspension & traction,4,40.94,163.76,Credit card
856,2021-08-14,North,Retail,Suspension & traction,4,28.96,115.83,Credit card
857,2021-08-14,West,Wholesale,Electrical system,8,19.23,153.83,Transfer
858,2021-08-15,West,Retail,Miscellaneous,1,17.1,17.1,Credit card
859,2021-08-15,Central,Retail,Frame & body,6,42.42,254.51,Credit card
860,2021-08-15,North,Retail,Suspension & traction,4,37.91,151.65,Credit card
861,2021-08-15,Central,Wholesale,Breaking system,40,14.2,567.93,Transfer
862,2021-08-15,North,Wholesale,Frame & body,40,46.15,1846.13,Transfer
863,2021-08-15,Central,Retail,Suspension & traction,9,26.88,241.92,Credit card
864,2021-08-16,West,Retail,Suspension & traction,10,29.76,297.55,Credit card
865,2021-08-16,West,Wholesale,Breaking system,4,23.66,94.65,Transfer
866,2021-08-16,Central,Retail,Suspension & traction,3,32.35,97.06,Credit card
867,2021-08-16,Central,Wholesale,Breaking system,4,16.91,67.65,Transfer
868,2021-08-16,North,Retail,Frame & body,5,38.88,194.38,Credit card
869,2021-08-16,Central,Retail,Suspension & traction,3,41.62,124.85,Credit card
870,2021-08-16,North,Retail,Electrical system,4,25.2,100.79,Credit card
871,2021-08-17,North,Wholesale,Miscellaneous,8,27.22,217.79,Transfer
872,2021-08-17,North,Retail,Breaking system,9,21.07,189.6,Credit card
873,2021-08-17,Central,Retail,Breaking system,8,12.57,100.56,Credit card
874,2021-08-17,Central,Wholesale,Suspension & traction,32,39.76,1272.27,Transfer
875,2021-08-17,North,Retail,Breaking system,1,10.92,10.92,Credit card
876,2021-08-17,Central,Retail,Electrical system,1,24.37,24.37,Credit card
877,2021-08-17,West,Retail,Breaking system,10,22.1,221.05,Credit card
878,2021-08-17,West,Retail,Frame & body,9,49.87,448.86,Credit card
879,2021-08-17,North,Retail,Suspension & traction,4,28.88,115.53,Credit card
880,2021-08-17,North,Retail,Electrical system,9,29.18,262.59,Credit card
881,2021-08-17,Central,Wholesale,Suspension & traction,16,31.47,503.49,Transfer
882,2021-08-17,West,Retail,Electrical system,4,27.69,110.76,Credit card
883,2021-08-17,Central,Retail,Electrical system,7,21.72,152.07,Credit card
884,2021-08-17,West,Retail,Suspension & traction,4,37.59,150.35,Credit card
885,2021-08-17,Central,Retail,Electrical system,2,21.1,42.2,Cash
886,2021-08-17,North,Retail,Suspension & traction,5,30.45,152.26,Credit card
887,2021-08-18,West,Retail,Suspension & traction,6,38.86,233.17,Credit card
888,2021-08-18,Central,Retail,Frame & body,8,45.99,367.89,Credit card
889,2021-08-18,Central,Retail,Breaking system,2,24.88,49.75,Credit card
890,2021-08-18,North,Retail,Frame & body,9,39.79,358.08,Credit card
891,2021-08-18,West,Retail,Frame & body,5,37.54,187.71,Credit card
892,2021-08-18,North,Wholesale,Electrical system,24,29.08,698.04,Transfer
893,2021-08-18,Central,Retail,Breaking system,3,11.81,35.44,Credit card
894,2021-08-18,North,Wholesale,Breaking system,4,23.6,94.41,Transfer
895,2021-08-18,West,Wholesale,Breaking system,40,20.16,806.6,Transfer
896,2021-08-18,Central,Retail,Suspension & traction,5,40.39,201.97,Credit card
897,2021-08-18,Central,Retail,Miscellaneous,3,26.65,79.96,Credit card
898,2021-08-18,North,Retail,Miscellaneous,2,20.54,41.08,Credit card
899,2021-08-18,Central,Retail,Breaking system,1,13.94,13.94,Credit card
900,2021-08-18,North,Retail,Suspension & traction,9,40.66,365.94,Cash
901,2021-08-18,North,Retail,Frame & body,10,40.67,406.7,Cash
902,2021-08-19,North,Wholesale,Suspension & traction,36,30.64,1103.04,Transfer
903,2021-08-19,West,Retail,Breaking system,6,17.88,107.29,Credit card
904,2021-08-19,North,Retail,Suspension & traction,8,40,320.03,Credit card
905,2021-08-19,North,Retail,Suspension & traction,3,29.41,88.24,Credit card
906,2021-08-19,North,Retail,Electrical system,5,21.41,107.04,Credit card
907,2021-08-19,Central,Wholesale,Frame & body,16,41.58,665.31,Transfer
908,2021-08-20,Central,Retail,Breaking system,4,11.31,45.25,Cash
909,2021-08-20,North,Retail,Frame & body,6,43.69,262.13,Credit card
910,2021-08-20,Central,Wholesale,Frame & body,32,48.07,1538.29,Transfer
911,2021-08-20,North,Retail,Breaking system,5,17.76,88.8,Credit card
912,2021-08-20,North,Retail,Suspension & traction,8,33.76,270.12,Cash
913,2021-08-20,North,Retail,Suspension & traction,1,28.05,28.05,Credit card
914,2021-08-20,North,Retail,Electrical system,1,32.52,32.52,Credit card
915,2021-08-20,Central,Retail,Frame & body,6,39.5,237.02,Credit card
916,2021-08-20,North,Retail,Suspension & traction,8,33.49,267.91,Credit card
917,2021-08-20,North,Retail,Frame & body,5,47.65,238.26,Credit card
918,2021-08-21,North,Retail,Breaking system,3,17.12,51.38,Credit card
919,2021-08-21,West,Retail,Suspension & traction,7,38.53,269.73,Credit card
920,2021-08-21,Central,Retail,Breaking system,4,23.59,94.36,Credit card
922,2021-08-21,North,Retail,Electrical system,10,28.91,289.12,Credit card
923,2021-08-21,West,Retail,Breaking system,7,19.57,136.96,Cash
924,2021-08-21,North,Retail,Breaking system,4,14.52,58.1,Credit card
925,2021-08-21,North,Retail,Miscellaneous,6,25.65,153.88,Credit card
926,2021-08-21,Central,Retail,Engine,8,59.15,473.23,Cash
927,2021-08-21,North,Wholesale,Frame & body,40,35.92,1436.67,Transfer
928,2021-08-21,West,Retail,Suspension & traction,7,34.27,239.88,Credit card
929,2021-08-22,Central,Wholesale,Frame & body,20,35.78,715.67,Transfer
930,2021-08-22,North,Retail,Suspension & traction,4,35.99,143.96,Credit card
931,2021-08-22,Central,Retail,Breaking system,6,18.12,108.75,Credit card
932,2021-08-22,Central,Retail,Electrical system,10,27.49,274.92,Credit card
933,2021-08-22,Central,Retail,Frame & body,5,37.46,187.31,Credit card
934,2021-08-22,Central,Retail,Breaking system,9,14,125.97,Cash
935,2021-08-22,Central,Retail,Suspension & traction,6,41.65,249.92,Cash
936,2021-08-22,North,Retail,Suspension & traction,2,36.72,73.44,Credit card
937,2021-08-22,Central,Wholesale,Suspension & traction,16,38.06,609.01,Transfer
938,2021-08-22,Central,Retail,Electrical system,5,30.48,152.4,Credit card
939,2021-08-22,West,Retail,Suspension & traction,1,37.48,37.48,Credit card
940,2021-08-23,West,Retail,Electrical system,7,30.9,216.29,Credit card
941,2021-08-23,Central,Retail,Frame & body,2,48.88,97.77,Credit card
942,2021-08-23,North,Retail,Electrical system,7,19.89,139.21,Credit card
943,2021-08-23,Central,Retail,Breaking system,5,21.09,105.43,Credit card
944,2021-08-23,North,Retail,Electrical system,3,19.3,57.9,Credit card
945,2021-08-23,North,Wholesale,Electrical system,16,22.73,363.63,Transfer
946,2021-08-23,Central,Retail,Electrical system,4,25.48,101.93,Credit card
947,2021-08-23,North,Retail,Breaking system,4,17.57,70.26,Cash
948,2021-08-23,West,Retail,Miscellaneous,6,19.9,119.43,Credit card
949,2021-08-24,West,Retail,Suspension & traction,2,39.04,78.08,Cash
950,2021-08-24,Central,Wholesale,Frame & body,4,39.85,159.41,Transfer
951,2021-08-24,Central,Retail,Electrical system,2,23.95,47.9,Cash
952,2021-08-24,North,Wholesale,Electrical system,20,21.29,425.77,Transfer
953,2021-08-24,Central,Wholesale,Suspension & traction,36,27.05,973.74,Transfer
954,2021-08-24,North,Wholesale,Electrical system,20,18.45,368.97,Transfer
955,2021-08-24,West,Retail,Miscellaneous,9,16.05,144.46,Credit card
956,2021-08-24,North,Wholesale,Breaking system,12,15.21,182.56,Transfer
957,2021-08-24,West,Retail,Breaking system,1,16.45,16.45,Credit card
958,2021-08-24,North,Wholesale,Suspension & traction,28,37.03,1036.93,Transfer
959,2021-08-24,North,Retail,Electrical system,4,27.38,109.51,Credit card
960,2021-08-24,North,Retail,Breaking system,1,17.06,17.06,Credit card
961,2021-08-24,Central,Retail,Electrical system,3,24.28,72.86,Cash
962,2021-08-25,North,Retail,Breaking system,3,17.06,51.17,Credit card
963,2021-08-25,Central,Retail,Frame & body,6,48.9,293.39,Credit card
964,2021-08-25,Central,Retail,Miscellaneous,3,18.72,56.16,Credit card
965,2021-08-25,Central,Wholesale,Electrical system,8,25.95,207.56,Transfer
966,2021-08-25,North,Wholesale,Suspension & traction,8,32.39,259.12,Transfer
967,2021-08-25,North,Wholesale,Miscellaneous,28,21.56,603.77,Transfer
968,2021-08-25,North,Retail,Breaking system,2,21.59,43.18,Credit card
969,2021-08-25,Central,Wholesale,Breaking system,12,13.19,158.3,Transfer
970,2021-08-25,West,Retail,Breaking system,9,24.97,224.73,Credit card
971,2021-08-25,North,Retail,Engine,8,55.41,443.28,Cash
972,2021-08-26,North,Retail,Miscellaneous,6,23.04,138.26,Cash
973,2021-08-26,North,Retail,Breaking system,7,20.24,141.7,Cash
974,2021-08-26,North,Retail,Suspension & traction,7,29.34,205.36,Credit card
975,2021-08-26,Central,Retail,Breaking system,3,13.4,40.18,Credit card
976,2021-08-26,North,Retail,Miscellaneous,3,25.28,75.84,Cash
977,2021-08-26,North,Wholesale,Breaking system,20,16.89,337.8,Transfer
978,2021-08-26,Central,Retail,Electrical system,3,24.61,73.82,Credit card
979,2021-08-26,North,Retail,Electrical system,7,18.35,128.43,Credit card
980,2021-08-26,Central,Retail,Miscellaneous,3,19.77,59.3,Credit card
981,2021-08-26,West,Retail,Breaking system,4,16.63,66.53,Cash
982,2021-08-27,Central,Wholesale,Engine,20,60.22,1204.3,Transfer
983,2021-08-27,Central,Retail,Electrical system,7,28.63,200.4,Cash
984,2021-08-27,North,Wholesale,Suspension & traction,12,37.07,444.84,Transfer
985,2021-08-27,Central,Retail,Electrical system,10,30.39,303.9,Cash
986,2021-08-27,North,Retail,Electrical system,10,28.56,285.63,Credit card
987,2021-08-27,West,Retail,Electrical system,4,21.47,85.89,Credit card
988,2021-08-27,Central,Retail,Engine,5,59.14,295.72,Credit card
989,2021-08-27,Central,Retail,Engine,10,64.64,646.45,Credit card
990,2021-08-28,North,Retail,Frame & body,7,40.04,280.27,Credit card
991,2021-08-28,West,Wholesale,Miscellaneous,32,25.42,813.44,Transfer
992,2021-08-28,Central,Wholesale,Miscellaneous,8,28.9,231.2,Transfer
993,2021-08-28,Central,Wholesale,Electrical system,32,28.76,920.37,Transfer
994,2021-08-28,West,Retail,Electrical system,6,28.37,170.21,Credit card
995,2021-08-28,North,Retail,Suspension & traction,6,30.74,184.42,Credit card
996,2021-08-28,Central,Retail,Electrical system,9,32.87,295.83,Credit card
997,2021-08-28,West,Wholesale,Breaking system,32,10.03,320.96,Transfer
998,2021-08-28,West,Wholesale,Electrical system,12,32.8,393.64,Transfer
999,2021-08-28,North,Retail,Frame & body,5,48.25,241.23,Cash
1000,2021-08-28,North,Wholesale,Electrical system,20,27.41,548.13,Transfer
1001,2021-06-01,Central,Retail,Miscellaneous,8,16.85,134.83,Credit card
1002,2021-06-01,North,Retail,Breaking system,9,19.29,173.61,Cash
1003,2021-06-01,North,Retail,Suspension & traction,8,32.93,263.45,Credit card
1004,2021-06-01,North,Wholesale,Frame & body,16,37.84,605.44,Transfer
1005,2021-06-01,Central,Retail,Engine,2,60.48,120.96,Credit card
1006,2021-06-01,North,Wholesale,Suspension & traction,40,37.37,1494.8,Transfer
1007,2021-06-01,West,Retail,Electrical system,2,27.2,54.41,Credit card
1008,2021-06-01,Central,Retail,Breaking system,10,22.44,224.38,Credit card
1009,2021-06-01,West,Wholesale,Frame & body,40,39.5,1579.87,Transfer
1010,2021-06-01,North,Retail,Frame & body,6,45.44,272.61,Credit card
1011,2021-06-01,Central,Retail,Frame & body,6,38.2,229.22,Credit card
1012,2021-06-01,Central,Retail,Suspension & traction,6,37.45,224.71,Credit card
1013,2021-06-02,Central,Retail,Suspension & traction,6,28.67,172.01,Credit card
1014,2021-06-02,Central,Retail,Breaking system,9,15.1,135.92,Credit card
1015,2021-06-02,Central,Retail,Electrical system,10,22.37,223.68,Credit card
1016,2021-06-02,West,Retail,Breaking system,2,24.97,49.94,Credit card
1017,2021-06-02,North,Retail,Frame & body,1,40.41,40.41,Credit card
1018,2021-06-02,North,Retail,Miscellaneous,6,20.28,121.66,Credit card
1019,2021-06-02,Central,Retail,Frame & body,6,40.77,244.63,Credit card
1020,2021-06-02,West,Retail,Frame & body,8,38.61,308.89,Credit card
1021,2021-06-03,North,Retail,Electrical system,9,20.5,184.54,Credit card
1022,2021-06-03,North,Retail,Suspension & traction,5,36.18,180.91,Credit card
1023,2021-06-03,North,Retail,Electrical system,5,28.33,141.67,Credit card
1024,2021-06-03,Central,Retail,Suspension & traction,6,35.52,213.15,Credit card
1025,2021-06-03,Central,Retail,Electrical system,1,29.31,29.31,Cash
1026,2021-06-03,Central,Retail,Frame & body,1,48.9,48.9,Credit card
1027,2021-06-03,West,Retail,Electrical system,2,20.19,40.37,Credit card
1028,2021-06-03,Central,Retail,Electrical system,8,27,216,Credit card
1029,2021-06-04,North,Retail,Suspension & traction,10,30.92,309.23,Credit card
1030,2021-06-04,Central,Retail,Breaking system,4,19.78,79.14,Credit card
1031,2021-06-04,Central,Retail,Frame & body,3,41.07,123.21,Credit card
1032,2021-06-04,North,Retail,Electrical system,5,20.16,100.81,Credit card
1033,2021-06-04,Central,Retail,Suspension & traction,1,37.03,37.03,Credit card
1034,2021-06-04,West,Retail,Electrical system,9,27.78,249.98,Credit card
1035,2021-06-05,Central,Retail,Breaking system,3,21.01,63.03,Credit card
1036,2021-06-05,West,Retail,Breaking system,6,12.9,77.38,Cash
1037,2021-06-05,North,Wholesale,Electrical system,28,29.12,815.22,Transfer
1038,2021-06-05,Central,Retail,Miscellaneous,1,25.2,25.2,Credit card
1039,2021-06-05,Central,Retail,Breaking system,1,20.66,20.66,Credit card
1040,2021-06-05,North,Retail,Electrical system,7,32.31,226.19,Credit card
1041,2021-06-05,North,Wholesale,Suspension & traction,16,36.79,588.64,Transfer
1042,2021-06-05,North,Retail,Suspension & traction,5,32.15,160.76,Credit card
1043,2021-06-05,Central,Wholesale,Breaking system,4,13.65,54.6,Transfer
1044,2021-06-05,Central,Retail,Suspension & traction,9,30.9,278.07,Credit card
1045,2021-06-05,North,Retail,Suspension & traction,4,35.44,141.77,Credit card
1046,2021-06-05,West,Retail,Engine,7,63.15,442.04,Credit card
1047,2021-06-06,North,Wholesale,Suspension & traction,32,34.82,1114.13,Transfer
1048,2021-06-06,Central,Retail,Suspension & traction,4,35.36,141.46,Credit card
1049,2021-06-06,Central,Wholesale,Engine,36,63.41,2282.82,Transfer
1050,2021-06-06,West,Retail,Miscellaneous,10,28.25,282.47,Credit card
1051,2021-06-06,North,Retail,Frame & body,1,35.89,35.89,Credit card
1052,2021-06-06,North,Retail,Breaking system,5,15.16,75.78,Credit card
1053,2021-06-06,Central,Retail,Breaking system,4,21.95,87.79,Credit card
1054,2021-06-06,North,Retail,Breaking system,7,15.43,108,Credit card
1055,2021-06-06,North,Retail,Frame & body,4,44.1,176.39,Credit card
1056,2021-06-07,Central,Wholesale,Frame & body,4,44.69,178.75,Transfer
1057,2021-06-07,West,Retail,Miscellaneous,3,17.87,53.61,Cash
1058,2021-06-07,North,Retail,Frame & body,9,43.49,391.42,Credit card
1059,2021-06-07,Central,Retail,Miscellaneous,4,28.19,112.76,Credit card
1060,2021-06-07,Central,Retail,Breaking system,7,16.33,114.3,Credit card
1061,2021-06-07,Central,Wholesale,Suspension & traction,40,28.64,1145.47,Transfer
1062,2021-06-07,Central,Retail,Breaking system,6,24.6,147.61,Credit card
1063,2021-06-07,North,Retail,Suspension & traction,9,28.59,257.31,Credit card
1064,2021-06-07,North,Retail,Electrical system,4,29.62,118.48,Credit card
1065,2021-06-08,North,Retail,Frame & body,5,39.52,197.62,Cash
1066,2021-06-08,West,Retail,Breaking system,1,10.46,10.46,Credit card
1067,2021-06-08,Central,Retail,Breaking system,10,19.21,192.05,Cash
1068,2021-06-08,Central,Wholesale,Frame & body,8,44.14,353.11,Transfer
1069,2021-06-08,Central,Retail,Miscellaneous,8,24.76,198.05,Credit card
1070,2021-06-08,Central,Wholesale,Breaking system,40,20.77,830.67,Transfer
1071,2021-06-08,West,Retail,Breaking system,9,13.62,122.6,Credit card
1072,2021-06-08,West,Retail,Suspension & traction,4,32.56,130.25,Credit card
1073,2021-06-08,North,Retail,Electrical system,4,25.04,100.15,Credit card
1074,2021-06-08,Central,Wholesale,Miscellaneous,40,18.87,754.73,Transfer
1075,2021-06-08,Central,Retail,Suspension & traction,2,33.18,66.37,Credit card
1076,2021-06-08,West,Wholesale,Suspension & traction,12,34.26,411.14,Transfer
1077,2021-06-08,West,Wholesale,Miscellaneous,12,17.39,208.62,Transfer
1078,2021-06-08,North,Retail,Electrical system,3,29.93,89.8,Credit card
1079,2021-06-08,North,Retail,Frame & body,2,35.46,70.92,Credit card
1080,2021-06-08,Central,Retail,Frame & body,3,41.42,124.25,Credit card
1081,2021-06-08,West,Wholesale,Breaking system,36,20.48,737.28,Transfer
1082,2021-06-08,West,Wholesale,Breaking system,28,16.98,475.49,Transfer
1083,2021-06-09,Central,Wholesale,Breaking system,36,16.51,594.24,Transfer
1084,2021-06-09,West,Retail,Frame & body,10,49.24,492.4,Credit card
1085,2021-06-09,Central,Retail,Frame & body,8,35.31,282.47,Credit card
1086,2021-06-09,Central,Retail,Breaking system,6,16.55,99.32,Credit card
1087,2021-06-09,North,Retail,Breaking system,5,14.76,73.78,Credit card
1088,2021-06-09,West,Retail,Electrical system,7,32.73,229.1,Cash
1089,2021-06-09,Central,Retail,Suspension & traction,10,27.63,276.33,Credit card
1090,2021-06-09,Central,Wholesale,Suspension & traction,12,28.65,343.8,Transfer
1091,2021-06-10,Central,Retail,Electrical system,4,18.96,75.85,Credit card
1092,2021-06-10,Central,Retail,Frame & body,8,47.3,378.37,Credit card
1093,2021-06-10,North,Retail,Engine,2,56.04,112.09,Credit card
1094,2021-06-10,Central,Retail,Electrical system,5,29.13,145.66,Credit card
1095,2021-06-10,West,Wholesale,Miscellaneous,36,21.75,782.94,Transfer
1096,2021-06-10,West,Retail,Frame & body,7,47.19,330.33,Credit card
1097,2021-06-10,North,Retail,Suspension & traction,6,38.06,228.38,Cash
1098,2021-06-10,Central,Retail,Breaking system,7,21.64,151.5,Credit card
1099,2021-06-10,North,Wholesale,Frame & body,28,37,1035.91,Transfer
1100,2021-06-11,North,Retail,Miscellaneous,9,17.49,157.41,Cash
1101,2021-06-11,North,Retail,Breaking system,1,23.28,23.28,Credit card
1102,2021-06-11,Central,Wholesale,Breaking system,28,14.46,404.93,Transfer
1103,2021-06-11,North,Retail,Breaking system,5,10.63,53.16,Credit card
1104,2021-06-11,North,Retail,Suspension & traction,6,41.09,246.52,Credit card
1105,2021-06-11,North,Wholesale,Miscellaneous,24,21.42,514,Transfer
1106,2021-06-11,North,Retail,Frame & body,4,47.06,188.22,Credit card
1107,2021-06-11,West,Retail,Frame & body,2,47.86,95.72,Credit card
1108,2021-06-12,North,Retail,Breaking system,10,13.24,132.37,Credit card
1109,2021-06-12,West,Wholesale,Frame & body,28,42.85,1199.89,Transfer
1110,2021-06-12,Central,Retail,Electrical system,2,26.2,52.41,Credit card
1111,2021-06-12,Central,Retail,Suspension & traction,7,33.51,234.58,Credit card
1112,2021-06-12,Central,Retail,Electrical system,1,21.18,21.18,Cash
1113,2021-06-12,Central,Retail,Frame & body,6,37.17,223.01,Credit card
1114,2021-06-12,North,Retail,Breaking system,9,11.67,105.02,Credit card
1115,2021-06-12,North,Retail,Suspension & traction,10,39.78,397.78,Credit card
